"","id","order","outlier.pop"
"1316","2R 42695898",42695898,"X4.777"
"1317","2R 42697526",42697526,"X4.777"
"1318","2R 42701222",42701222,"X4.777"
"1319","2R 42701682",42701682,"X4.777"
"1320","2R 42701684",42701684,"X4.777"
"1321","2R 42709867",42709867,"X4.777"
"1322","2R 42725997",42725997,"X4.777"
"1323","2R 42736855",42736855,"X4.777"
"1324","2R 42742292",42742292,"X4.777"
"1325","2R 42753136",42753136,"X4.777"
"1326","2R 42754801",42754801,"X4.777"
"1327","2R 42772892",42772892,"X4.777"
"1328","2R 42773438",42773438,"X4.777"
"1329","2R 42787196",42787196,"X4.777"
"1330","2R 42787258",42787258,"X4.777"
"1331","2R 42799541",42799541,"X4.777"
"1332","2R 42801195",42801195,"X4.777"
"1333","2R 42801344",42801344,"X4.777"
"1334","2R 42819671",42819671,"X4.777"
"1335","2R 42820876",42820876,"X5.747"
"1336","2R 42879517",42879517,"X5.747"
"1337","2R 42879546",42879546,"X4.777"
"1338","2R 42879548",42879548,"X4.777"
"1339","2R 42879915",42879915,"X4.777"
"1340","2R 42895654",42895654,"X4.777"
"1341","2R 42899391",42899391,"X4.777"
"1342","2R 42899988",42899988,"X4.777"
"1343","2R 42900495",42900495,"X4.777"
"1344","2R 42900779",42900779,"X4.777"
"1345","2R 42901747",42901747,"X4.777"
"1346","2R 42901775",42901775,"X4.777"
"1347","2R 42904177",42904177,"X4.777"
"1348","2R 42904586",42904586,"X4.777"
"1349","2R 42905994",42905994,"X4.777"
"1350","2R 42918689",42918689,"X4.777"
"1351","2R 42955093",42955093,"X4.777"
"1352","2R 42976732",42976732,"X4.341"
"1353","2R 43043557",43043557,"X4.777"
"1354","2R 43044104",43044104,"X4.777"
"1355","2R 43248757",43248757,"X4.341"
"1356","2R 43251665",43251665,"X4.777"
"1357","2R 43252681",43252681,"X4.777"
"1358","2R 43253596",43253596,"X4.777"
"1359","2R 43849185",43849185,"X4.777"
"1360","2R 43875503",43875503,"X4.777"
"1361","2R 43875577",43875577,"X4.777"
"1362","2R 44009906",44009906,"X4.777"
"1363","2R 44009947",44009947,"X4.777"
"1364","2R 44364137",44364137,"X4.777"
"1365","2R 46228672",46228672,"X4.777"
"1366","2R 46232519",46232519,"X4.777"
"1367","2R 46232520",46232520,"X4.777"
"1368","2R 46583116",46583116,"X0.77"
"1369","2R 46685661",46685661,"X0.77"
"1370","2R 46951092",46951092,"X0.77"
"1371","2R 46952326",46952326,"X4.777"
"1372","2R 47319673",47319673,"X5.747"
"1373","2R 47533251",47533251,"X4.341"
"1374","2R 47952705",47952705,"X4.341"
"1375","2R 48501188",48501188,"X5.747"
"1376","2R 48865570",48865570,"X0.77"
"1377","2R 48974414",48974414,"X0.77"
"1378","2R 49071276",49071276,"X0.77"
"1379","2R 49214679",49214679,"X11.891"
"1380","2R 49262889",49262889,"X4.777"
"1381","2R 49263547",49263547,"X4.777"
"1382","2R 49390897",49390897,"X0.77"
"1383","2R 49391394",49391394,"X5.747"
"1384","2R 49391545",49391545,"X5.747"
"1385","2R 49411634",49411634,"X4.341"
"1386","2R 49428791",49428791,"X4.341"
"1387","2R 49430687",49430687,"X4.341"
"1388","2R 49433869",49433869,"X4.341"
"1389","2R 49434006",49434006,"X5.747"
"1390","2R 51385129",51385129,"X5.747"
"1391","2R 51575719",51575719,"X5.747"
"1392","2R 51976539",51976539,"X5.747"
"1393","2R 51976721",51976721,"X5.747"
"1394","2R 51980123",51980123,"X4.341"
"1395","2R 51985975",51985975,"X5.747"
"1396","2R 51986219",51986219,"X5.747"
"1397","2R 51986387",51986387,"X5.747"
"1398","2R 52499126",52499126,"X5.747"
"1399","2R 53326927",53326927,"X5.747"
"1400","2R 53404398",53404398,"X5.747"
"1401","2R 53705937",53705937,"X5.747"
"1402","2R 53708908",53708908,"X4.341"
"1403","2R 53730220",53730220,"X5.747"
"1404","2R 53758606",53758606,"X5.747"
"1405","2R 53786838",53786838,"X5.747"
"1406","2R 53812921",53812921,"X5.747"
"1407","2R 53813514",53813514,"X5.747"
"1408","2R 53813659",53813659,"X5.747"
"1409","2R 53813915",53813915,"X5.747"
"1410","2R 53899906",53899906,"X5.747"
"1411","2R 54213329",54213329,"X5.747"
"1412","2R 54406305",54406305,"X5.747"
"1413","2R 54678189",54678189,"X5.747"
"1414","2R 54810681",54810681,"X4.777"
"1415","2R 54920215",54920215,"X5.747"
"1416","2R 54962839",54962839,"X4.777"
"1417","2R 55073164",55073164,"X5.747"
"1418","2R 55112789",55112789,"X4.777"
"1419","2R 55117243",55117243,"X4.341"
"1420","2R 55816269",55816269,"X4.777"
"1421","2R 55816275",55816275,"X5.747"
"1422","2R 55816464",55816464,"X4.341"
"1423","2R 55816610",55816610,"X4.341"
"1424","2R 55895081",55895081,"X4.341"
"1425","2R 56059986",56059986,"X4.341"
"1426","2R 56068617",56068617,"X4.341"
"1427","2R 56068631",56068631,"X11.891"
"1428","2R 56079274",56079274,"X4.777"
"1429","2R 56133024",56133024,"X4.341"
"1430","2R 56199446",56199446,"X4.341"
"1431","2R 56390923",56390923,"X4.341"
"1432","2R 56479430",56479430,"X5.747"
"1433","2R 56648457",56648457,"X4.777"
"1434","2R 56679249",56679249,"X5.747"
"1435","2R 56747861",56747861,"X5.747"
"1436","2R 56793220",56793220,"X5.747"
"1437","2R 56795572",56795572,"X4.777"
"1438","2R 56951408",56951408,"X5.747"
"1439","2R 57086438",57086438,"X0.77"
"1440","2R 57128709",57128709,"X0.77"
"1441","2R 57131196",57131196,"X11.891"
"1442","2R 58016357",58016357,"X4.777"
"1443","2R 58159317",58159317,"X4.777"
"1444","2R 58166104",58166104,"X0.77"
"1445","2R 58335785",58335785,"X0.77"
"1446","2R 59295522",59295522,"X4.777"
"1447","2R 59296735",59296735,"X0.77"
"1448","2R 59299028",59299028,"X8.5"
"1449","2R 59299047",59299047,"X0.77"
"1450","2R 59299401",59299401,"X4.777"
"1451","2R 59302431",59302431,"X0.77"
"1452","2R 59309799",59309799,"X4.777"
"1453","2R 59329436",59329436,"X0.77"
"1454","2R 59333965",59333965,"X4.777"
"1455","2R 60407051",60407051,"X4.777"
"1456","2R 60416781",60416781,"X4.777"
"1457","2R 60416926",60416926,"X4.777"
"1458","2R 60417258",60417258,"X0.77"
"1459","2R 60616698",60616698,"X0.77"
"1460","2R 60997984",60997984,"X0.77"
"1461","2R 61022135",61022135,"X0.77"
"1462","2R 61032469",61032469,"X0.77"
"1463","2R 61038592",61038592,"X0.77"
"1464","2R 61038753",61038753,"X0.77"
"1465","2R 61067976",61067976,"X0.77"
"1466","2R 61124751",61124751,"X0.77"
"1467","2R 61179947",61179947,"X0.77"
"1468","2R 61179948",61179948,"X0.77"
"1469","2R 61253745",61253745,"X0.77"
"1470","2R 61316048",61316048,"X0.77"
"1471","2R 61329812",61329812,"X0.77"
"1472","2R 61363519",61363519,"X0.77"
"1473","2R 61364127",61364127,"X0.77"
"1474","2R 61521981",61521981,"X4.341"
"1475","3L 11914265",176024379,"X0.77"
"1476","3L 15845975",179956089,"X4.341"
"1477","3R 1450630",112360060,"X0.77"
"1478","3R 27356973",138266403,"X9.25"
"1479","3R 28676678",139586108,"X9.25"
"1480","3R 28773289",139682719,"X0.384"
"1481","3R 37131337",148040767,"X4.341"
"1482","3R 37156348",148065778,"X0.77"
"1483","3R 42596021",153505451,"X4.777"
"1484","3R 42596131",153505561,"X0.77"
"1485","X 14889422",220962971,"X0.77"
"1486","X 15248492",221322041,"X0.77"
"1487","X 15261065",221334614,"X0.77"
